LFP_Stn_L_02
-1.56563277
8.1636565864
14.2025258421
25.2737861441
-15.2090040513
-9.1701347957
-4.3614055735
9.7292893564
5.1442219585
-9.9529511807
-17.1101295578
18.5639314156
-9.3937966199
-13.6433712813
11.5185839506
10.9594293899
9.5056275321
-6.1507001678
-11.1830912142
-3.0194346278
-3.5785891885
14.4261876663
1.3419709457
12.5250621599
7.7163329378
-3.914081925
7.4926711135
23.9318151984
2.348449155
10.9594293899
-2.0129564186
-12.5250621599
8.3873184107
0.5591545607
-20.465056922
-7.7163329378
4.0259128371
-3.0194346278
17.2219604699
5.7033765193
9.0583038835
22.813506077
24.4909697591
-40.3709592833
-3.5785891885
-6.5980238164
-2.4602800671
26.2802643534
0.4473236486
15.9918204363
-18.2284386792
3.2430964521
2.6839418914
-2.7957728036
-2.9076037157
-7.7163329378
20.1295641856
15.768158612
6.7098547285
9.1701347957
-5.7033765193
-10.5121057414
11.5185839506
-12.7487239842
-11.9659075992
-0.782816385
5.8152074314
24.9382934077
1.4538018578
1.6774636821
-15.4326658756
-32.0954717848
-13.1960476328
7.9399947621
5.479714695
-1.4538018578
7.9399947621
-9.9529511807
2.348449155
1.1183091214
24.1554770227
-4.69689831
20.465056922
-10.7357675656
6.26253108
25.6092788806
-8.9464729714
-8.7228111471
-0.2236618243
-2.0129564186
-5.479714695
-8.4991493228
-1.1183091214
17.8929459427
-10.1766130049
6.5980238164
-11.0712603021
-1.0064782093
1.1183091214
6.7098547285
-9.1701347957
6.1507001678
-7.7163329378
11.8540766871
-3.8022510128
-3.13126554
-8.0518256742
-15.5444967878
16.550974997
26.727588002
-11.7422457749
12.9723858085
-6.26253108
1.3419709457
-12.6368930721
-19.4585787127
27.6222352991
13.7552021935
-8.2754874985
1.6774636821
-21.6951969556
-19.0112550642
20.9123805706
-57.9284124896
-5.1442219585
6.9335165528
-10.6239366535
-14.7616804028
5.5915456071
21.4715351313
8.2754874985
8.0518256742
-12.5250621599
1.56563277
8.6109802349
-7.1571783771
1.2301400336
-10.5121057414
-14.5380185785
2.0129564186
-4.2495746614
-10.2884439171
11.9659075992
-1.1183091214
12.4132312478
7.1571783771
3.8022510128
-11.0712603021
7.9399947621
-3.4667582764
-6.5980238164
11.2949221264
-2.5721109793
4.5850673978
-6.8216856407
-3.3549273643
18.4521005035
-0.3354927364
-1.4538018578
0.782816385
-9.7292893564
-8.7228111471
9.5056275321
-8.7228111471
13.9788640178
2.4602800671
8.4991493228
2.2366182428
22.813506077
3.5785891885
3.0194346278
17.8929459427
9.6174584442
29.076037157
-8.8346420592
-10.8475984778
-10.9594293899
7.3808402014
-10.7357675656
-2.6839418914
-10.6239366535
1.9011255064
6.9335165528
27.9577280355
10.9594293899
-9.0583038835
-33.4374427305
-10.7357675656
-0.1118309121
20.465056922
0.0
-39.0289883376
-6.5980238164
8.3873184107
9.7292893564
-2.5721109793
5.8152074314
4.9205601343
0.2236618243
-0.8946472971
1.9011255064
0.782816385
-12.6368930721
-0.4473236486
-57.7047506654
0.6709854729
-7.2690092892
-15.3208349635
24.8264624956
-2.2366182428
-10.5121057414
8.8346420592
28.4050516841
-3.5785891885
-8.2754874985
-7.4926711135
12.4132312478
-10.6239366535
-1.56563277
4.9205601343
10.0647820928
22.030689692
-19.7940714492
-10.1766130049
-7.4926711135
12.9723858085
-6.3743619921
-6.9335165528
-8.2754874985
5.9270383435
-33.1019499941
-6.4861929042
-2.348449155
-1.7892945943
-8.2754874985
4.0259128371
7.4926711135
-13.7552021935
-13.8670331056
-7.1571783771
-44.844195769
3.0194346278
-9.6174584442
-17.6692841185
-7.6045020257
-2.2366182428
3.0194346278
0.1118309121
13.3078785449
21.9188587799
18.5639314156
-21.247873307
-5.2560528707
13.8670331056
-17.8929459427
-13.3078785449
0.6709854729
-4.8087292221
-7.9399947621
5.1442219585
7.045347465
2.348449155
16.9982986456
16.9982986456
-5.1442219585
-33.2137809062
10.6239366535
0.8946472971
-9.6174584442
27.0630807384
17.4456222942
7.1571783771
4.69689831
16.3273131728
5.1442219585
-9.5056275321
7.1571783771
0.8946472971
20.3532260099
26.5039261777
28.5168825963
-6.0388692557
8.2754874985
1.2301400336
12.5250621599
-8.6109802349
-10.2884439171
-7.4926711135
-2.0129564186
20.8005496584
-6.0388692557
-10.1766130049
-9.1701347957
-9.2819657078
-7.6045020257
-14.0906949299
-7.6045020257
-3.4667582764
3.13126554
26.1684334413
0.0
8.4991493228
-13.8670331056
25.2737861441
-43.0549011747
-4.69689831
17.2219604699
-2.9076037157
-1.2301400336
-1.56563277
9.7292893564
10.0647820928
-4.0259128371
-0.782816385
-3.5785891885
-11.2949221264
5.8152074314
-6.0388692557
18.4521005035
1.7892945943
8.3873184107
20.8005496584
26.8394189141
17.7811150306
18.5639314156
-8.4991493228
-11.0712603021
6.8216856407
-11.0712603021
7.6045020257
1.9011255064
-15.2090040513
19.7940714492
-10.0647820928
4.8087292221
13.0842167206
-8.1636565864
9.8411202685
-9.2819657078
13.1960476328
0.4473236486
-1.2301400336
-14.4261876663
-31.0889935755
3.914081925
3.8022510128
-0.3354927364
23.596322462
-21.247873307
14.4261876663
-1.3419709457
-3.13126554
3.914081925
17.8929459427
-14.2025258421
12.6368930721
-16.6628059092
-11.5185839506
-0.782816385
21.3597042192
-9.3937966199
21.247873307
13.7552021935
-4.8087292221
-14.9853422271
0.782816385
-9.9529511807
-15.8799895242
-9.9529511807
17.8929459427
1.7892945943
-1.6774636821
-3.914081925
-0.8946472971
15.2090040513
4.69689831
-0.2236618243
-41.9365920533
-12.5250621599
-8.1636565864
-8.2754874985
17.5574532063
-15.4326658756
-14.2025258421
0.0
-15.6563276999
-9.8411202685
1.4538018578
10.6239366535
-10.6239366535
-3.914081925
-0.782816385
0.1118309121
8.3873184107
4.3614055735
-4.1377437493
-0.3354927364
18.3402695913
10.1766130049
6.4861929042
18.899424152
3.6904201007
14.0906949299
20.2413950977
-12.9723858085
-6.0388692557
-10.7357675656
18.116607767
10.8475984778
3.0194346278
4.3614055735
7.6045020257
26.8394189141
3.0194346278
12.7487239842
-4.4732364857
-17.1101295578
8.0518256742
-17.2219604699
-3.0194346278
4.5850673978
-0.4473236486
16.550974997
-4.5850673978
-1.1183091214
17.4456222942
-43.7258866476
3.4667582764
15.6563276999
16.2154822606
27.510404387
15.768158612
11.0712603021
2.5721109793
7.045347465
-7.7163329378
-8.7228111471
-7.4926711135
7.4926711135
-7.7163329378
-35.0030755005
8.2754874985
14.9853422271
10.9594293899
1.6774636821
-6.5980238164
-19.1230859763
17.7811150306
17.6692841185
-5.8152074314
-2.1247873307
-2.4602800671
5.7033765193
-13.3078785449
9.0583038835
0.0
-4.3614055735
15.2090040513
-8.6109802349
-12.4132312478
9.8411202685
7.7163329378
-3.3549273643
-3.914081925
17.8929459427
-11.8540766871
-5.3678837828
12.4132312478
18.5639314156
17.8929459427
0.1118309121
-2.1247873307
-6.7098547285
-7.9399947621
-4.69689831
-7.9399947621
10.8475984778
2.348449155
25.6092788806
0.3354927364
-4.5850673978
9.1701347957
-4.3614055735
-3.8022510128
-16.1036513485
14.7616804028
-6.3743619921
-0.3354927364
-0.2236618243
6.7098547285
12.6368930721
-10.9594293899
-7.2690092892
9.7292893564
26.2802643534
5.1442219585
-13.9788640178
-17.8929459427
12.0777385114
4.5850673978
25.6092788806
-2.1247873307
5.479714695
-7.3808402014
-1.56563277
25.944771617
-9.7292893564
10.5121057414
-13.1960476328
0.8946472971
-0.3354927364
-1.0064782093
9.7292893564
19.5704096249
-9.7292893564
6.9335165528
0.4473236486
22.2543515163
1.2301400336
-1.7892945943
6.5980238164
-10.9594293899
16.1036513485
-3.8022510128
1.6774636821
2.2366182428
11.2949221264
-3.13126554
3.13126554
-2.348449155
21.247873307
8.0518256742
